dir_0,dir_1,dir_2,a1_0,a1_1,a1_2,a2_0,a2_1,a2_2,a3_0,a3_1,a3_2,plot_0,plot_1,plot_2,genre_0,genre_1,genre_2,title_0,title_1,title_2,lang_Eng,country_USA,content_rating,duration,director_facebook_likes,actor_1_facebook_likes,gross,facenumber_in_poster,title_year,movie_facebook_likes,average_degree_centrality,a23_facebook_likes,num_ppl,imdb_score_binned
-0.05103860597865549,0.018037667523773587,-0.007163614177233606,-0.10894095871882041,0.12371672752578629,0.07263043667096465,-0.07797394619706118,0.09343323983770106,0.00664153454852775,-0.16665535867420528,0.09864529955273244,-1.3823251116852815,-0.5167395,0.56511533,0.53922737,-0.015613439,0.13968842,-0.9561119,13.178199,-0.80700624,0.29551414,0,0,0,-1.6924559158509,-0.2511133266991847,-0.34301406254166267,5.4233881163561755,-0.659713394965003,-0.8709300970046415,0.404412323336231,-0.1374965908672133,-0.17437968045042226,3.5694277495359983,4
-0.05847780440177079,-0.3772621306005302,-0.2555797879660827,0.002528896649304685,0.1847825449910557,-0.3085240434390373,-0.07681625323150082,0.19090503000004966,-0.033280711426590004,0.469498924343301,3.651507889525914,-0.8298558316705593,-0.84474325,-0.058776,1.3549161,0.8929359,-0.71972203,-0.02040101,9.685875,5.888606,-0.06068565,0,1,1,-0.596913692887779,-0.26047711071022606,-0.4246590092576049,-0.459764696550726,3.1624255413413986,0.2198451503203074,-0.45198567840872633,-0.8986282955704532,-0.33913798568057896,-0.1693256299786408,2
-0.11307961311228819,-0.35284877819389576,-0.022203511779102316,-0.007053099668267847,0.07355270674556211,0.09112497817969023,-0.024870963633755495,-0.09040903118845689,0.14367602381175013,-0.37729524146790855,-3.326879850881605,-5.8468809600216005,0.6053247,-1.0918173,0.3194238,-1.8865235,0.7096803,5.3946357,-3.1844766,-1.7330581,-1.0515139,0,0,1,0.3160381595814887,-0.18222263004652287,0.26356057873576844,-0.7531115650076634,0.29582133911159736,1.0131362392839067,0.10215420507330487,1.0676274812648165,-0.2612553264626161,-0.453359344422032,2
-0.09951476621941649,-0.037791759689381255,0.02647785582845094,0.145820176680182,-0.22862233239175217,-0.11107141485338358,-0.048937049162627984,0.1863420074440942,0.07034485281977472,-0.06959609192361271,-0.059367230927420966,0.07249742353857197,1.2485111,2.2429829,0.2162937,0.861057,0.15908054,-1.6925505,18.95266,-1.6842593,-0.39606383,0,0,1,-0.04914258140621836,-0.26047711071022606,-0.40627979762689875,-0.5570170024842579,-0.659713394965003,-2.0608667304500403,0.706670441599157,-0.010641870240723253,-0.416172249917954,1.017574641753947,4
-0.11941167216229581,-0.02677798307008369,-0.014226535263273415,-0.12780115414119303,-0.17630704275271442,0.0975596860927743,-0.11777141812927218,0.029430775749719276,0.5251633483819403,-0.03108406909147822,-0.028407345430848656,0.30348462736692383,-2.0723746,-1.565385,-1.5705962,0.6884291,-0.3870211,0.79473764,12.253529,3.7371907,-0.18694386,0,1,2,2.7810081612485114,-0.26047711071022606,0.5061904352467409,3.8303785409962186,0.29582133911159736,-0.17680039416149218,0.6059177355115151,0.11621369562184165,0.5253764995384204,7.529837593282298,4
-0.09764260776334191,-0.04046930703983445,-0.019580667369931127,0.5415286401447231,-0.10635475686797925,-0.029264566825328766,-0.1898104065817795,-0.6107127442247203,1.230752897191599,0.03449646501321468,-0.10199885776726093,0.19492487903876607,-1.9465054,-1.177019,2.447053,-0.84414583,0.5777565,1.358823,-5.0755806,-0.73440546,-1.2415183,0,0,2,0.2703905669580253,-0.26047711071022606,0.20290311460802532,1.9232067820042364,1.2513560731881979,-0.17680039416149218,-0.45198567840872633,2.272751553396847,-0.2188355774332246,1.9723770543556576,3
-0.05125369051767581,0.015900590143561277,-0.003376841037730075,-0.03639485884773707,0.11455057779173013,0.33415742029155776,-0.5735589792809653,0.1298300092699036,-0.7802300449765414,-0.29858449735441905,0.96086109340021,-0.0012117929982921156,1.5286486,-0.028310992,-0.38144568,-0.3305858,2.856134,2.2171562,-3.8613596,-0.28271362,0.36304215,0,1,1,-0.5056185076408521,-0.034743031872620664,-0.4096159581539246,-0.7524235129362911,-0.659713394965003,-0.9700914831250914,-0.409014649262347,-0.7717727297078881,-0.3686621310050355,-0.5815921055908967,2
-0.06375152153644909,-0.3773333312678173,-0.24826654930320635,0.04536511078118336,-0.5587435733990594,-0.04400030531564961,-0.025884034056246844,0.2182575850889923,0.2448187823839381,0.0327708915993089,0.12590754628992729,-1.156768803360804,-0.25713688,0.82567537,-0.4922168,-1.9295694,1.6640528,0.60506326,-2.6951375,-1.0143538,0.17893034,0,0,0,2.735360568625048,-0.2052976692165892,-0.43685115954728126,0.2942333992395453,-0.18194602792670286,-3.8457716806181383,-0.45198567840872633,-1.215765942372753,-0.38087901872550023,-0.25197069232850006,3
0.22603870973775012,0.15262315338384883,-0.1971868349893836,-0.012599876613746614,-0.1785649408916714,0.07233456527825381,-0.15794917659499863,-0.8560616479777937,-0.7224295573760721,-0.021197437559482907,-0.06166029884875715,0.22533603038877278,-2.4489222,1.2260906,1.428834,-1.8517975,0.73553395,5.3952384,-4.04682,1.3854359,-1.2081715,0,0,2,-0.09479017402968175,-0.08356847707305087,0.20290311460802532,-0.6337423972518773,0.7735887061498976,0.2198451503203074,-0.45198567840872633,1.7653309804187365,-0.3985256343217271,-0.5363614905746511,2
-0.39806433078624176,0.6243596834745585,-0.23876786360374447,0.10886761645130388,-1.3130084221398057,-2.1847494967591348,0.12598957047463283,0.24410859487056288,1.239521283280982,-0.08469375770654997,0.37577785764152183,0.20344256030891494,3.7949438,-0.8377961,0.44801062,1.510365,-1.1430861,0.6495105,-5.453532,1.0929586,-0.048505493,1,1,1,1.0920472341803662,-0.2454281721210524,-0.4637830736199992,-0.7556851657605995,-0.659713394965003,0.2198451503203074,-0.42140723211112696,-1.215765942372753,-0.46809402272992917,-0.6591652554089634,3
